phone,id,fol,prev,word,start,end,file_name
ẽ,0-0-35-0,n,#,en,8.46,8.56,habitanteysuesperanza_01_neruda_128kb_53
n,0-0-35-1,#,ẽ,en,8.56,8.62,habitanteysuesperanza_01_neruda_128kb_53
n,0-0-36-0,w,#,nuestro,8.62,8.65,habitanteysuesperanza_01_neruda_128kb_53
w,0-0-36-1,e,n,nuestro,8.65,8.7,habitanteysuesperanza_01_neruda_128kb_53
e,0-0-36-2,s,w,nuestro,8.7,8.74,habitanteysuesperanza_01_neruda_128kb_53
s,0-0-36-3,t̪,e,nuestro,8.74,8.8,habitanteysuesperanza_01_neruda_128kb_53
t̪,0-0-36-4,ɾ,s,nuestro,8.8,8.85,habitanteysuesperanza_01_neruda_128kb_53
ɾ,0-0-36-5,o,t̪,nuestro,8.85,8.9,habitanteysuesperanza_01_neruda_128kb_53
o,0-0-36-6,#,ɾ,nuestro,8.9,8.93,habitanteysuesperanza_01_neruda_128kb_53
a,0-0-37-0,β,#,abrazo,8.93,8.96,habitanteysuesperanza_01_neruda_128kb_53
β,0-0-37-1,ɾ,a,abrazo,8.96,9.01,habitanteysuesperanza_01_neruda_128kb_53
ɾ,0-0-37-2,a,β,abrazo,9.01,9.07,habitanteysuesperanza_01_neruda_128kb_53
a,0-0-37-3,s,ɾ,abrazo,9.07,9.16,habitanteysuesperanza_01_neruda_128kb_53
s,0-0-37-4,o,a,abrazo,9.16,9.27,habitanteysuesperanza_01_neruda_128kb_53
o,0-0-37-5,#,s,abrazo,9.27,9.55,habitanteysuesperanza_01_neruda_128kb_53
,0-0-38-0,#,#,,9.55,9.635624,habitanteysuesperanza_01_neruda_128kb_53
,0-0-0-0,#,#,,0.0,0.07,habitanteysuesperanza_01_neruda_128kb_54
m,0-0-1-0,i,#,miro,0.07,0.15,habitanteysuesperanza_01_neruda_128kb_54
i,0-0-1-1,ɾ,m,miro,0.15,0.24,habitanteysuesperanza_01_neruda_128kb_54
ɾ,0-0-1-2,o,i,miro,0.24,0.3,habitanteysuesperanza_01_neruda_128kb_54
o,0-0-1-3,#,ɾ,miro,0.3,0.48,habitanteysuesperanza_01_neruda_128kb_54
,0-0-2-0,#,#,,0.48,0.67,habitanteysuesperanza_01_neruda_128kb_54
m,0-0-3-0,i,#,miro,0.67,0.75,habitanteysuesperanza_01_neruda_128kb_54
i,0-0-3-1,ɾ,m,miro,0.75,0.8,habitanteysuesperanza_01_neruda_128kb_54
ɾ,0-0-3-2,o,i,miro,0.8,0.85,habitanteysuesperanza_01_neruda_128kb_54
o,0-0-3-3,#,ɾ,miro,0.85,0.9,habitanteysuesperanza_01_neruda_128kb_54
s,0-0-4-0,u,#,sus,0.9,1.0,habitanteysuesperanza_01_neruda_128kb_54
u,0-0-4-1,s,s,sus,1.0,1.04,habitanteysuesperanza_01_neruda_128kb_54
s,0-0-4-2,#,u,sus,1.04,1.14,habitanteysuesperanza_01_neruda_128kb_54
o,0-0-5-0,x,#,ojos,1.14,1.22,habitanteysuesperanza_01_neruda_128kb_54
x,0-0-5-1,o,o,ojos,1.22,1.32,habitanteysuesperanza_01_neruda_128kb_54
o,0-0-5-2,s,x,ojos,1.32,1.39,habitanteysuesperanza_01_neruda_128kb_54
s,0-0-5-3,#,o,ojos,1.39,1.45,habitanteysuesperanza_01_neruda_128kb_54
d̪,0-0-6-0,e,#,debajo,1.45,1.49,habitanteysuesperanza_01_neruda_128kb_54
e,0-0-6-1,β,d̪,debajo,1.49,1.52,habitanteysuesperanza_01_neruda_128kb_54
β,0-0-6-2,a,e,debajo,1.52,1.59,habitanteysuesperanza_01_neruda_128kb_54
a,0-0-6-3,x,β,debajo,1.59,1.67,habitanteysuesperanza_01_neruda_128kb_54
x,0-0-6-4,o,a,debajo,1.67,1.75,habitanteysuesperanza_01_neruda_128kb_54
o,0-0-6-5,#,x,debajo,1.75,1.8,habitanteysuesperanza_01_neruda_128kb_54
d̪,0-0-7-0,e,#,de,1.8,1.86,habitanteysuesperanza_01_neruda_128kb_54
e,0-0-7-1,#,d̪,de,1.86,1.91,habitanteysuesperanza_01_neruda_128kb_54
m,0-0-8-0,i,#,mi,1.91,1.97,habitanteysuesperanza_01_neruda_128kb_54
i,0-0-8-1,#,m,mi,1.97,2.01,habitanteysuesperanza_01_neruda_128kb_54
b,0-0-9-0,o,#,boca,2.01,2.1,habitanteysuesperanza_01_neruda_128kb_54
o,0-0-9-1,k,b,boca,2.1,2.23,habitanteysuesperanza_01_neruda_128kb_54
k,0-0-9-2,a,o,boca,2.23,2.28,habitanteysuesperanza_01_neruda_128kb_54
a,0-0-9-3,#,k,boca,2.28,2.63,habitanteysuesperanza_01_neruda_128kb_54
,0-0-10-0,#,#,,2.63,2.67,habitanteysuesperanza_01_neruda_128kb_54
ʃ,0-0-11-0,e,#,llenos,2.67,2.79,habitanteysuesperanza_01_neruda_128kb_54
e,0-0-11-1,n,ʃ,llenos,2.79,2.82,habitanteysuesperanza_01_neruda_128kb_54
n,0-0-11-2,o,e,llenos,2.82,2.88,habitanteysuesperanza_01_neruda_128kb_54
o,0-0-11-3,s,n,llenos,2.88,2.95,habitanteysuesperanza_01_neruda_128kb_54
s,0-0-11-4,#,o,llenos,2.95,3.0,habitanteysuesperanza_01_neruda_128kb_54
d̪,0-0-12-0,e,#,de,3.0,3.04,habitanteysuesperanza_01_neruda_128kb_54
e,0-0-12-1,#,d̪,de,3.04,3.07,habitanteysuesperanza_01_neruda_128kb_54
l,0-0-13-0,a,#,lágrimas,3.07,3.14,habitanteysuesperanza_01_neruda_128kb_54
a,0-0-13-1,ɣ,l,lágrimas,3.14,3.22,habitanteysuesperanza_01_neruda_128kb_54
ɣ,0-0-13-2,ɾ,a,lágrimas,3.22,3.29,habitanteysuesperanza_01_neruda_128kb_54
ɾ,0-0-13-3,i,ɣ,lágrimas,3.29,3.33,habitanteysuesperanza_01_neruda_128kb_54
i,0-0-13-4,m,ɾ,lágrimas,3.33,3.37,habitanteysuesperanza_01_neruda_128kb_54
m,0-0-13-5,a,i,lágrimas,3.37,3.43,habitanteysuesperanza_01_neruda_128kb_54
a,0-0-13-6,s,m,lágrimas,3.43,3.52,habitanteysuesperanza_01_neruda_128kb_54
s,0-0-13-7,#,a,lágrimas,3.52,3.73,habitanteysuesperanza_01_neruda_128kb_54
,0-0-14-0,#,#,,3.73,3.87,habitanteysuesperanza_01_neruda_128kb_54
p,0-0-15-0,e,#,pesados,3.87,3.92,habitanteysuesperanza_01_neruda_128kb_54
e,0-0-15-1,s,p,pesados,3.92,3.96,habitanteysuesperanza_01_neruda_128kb_54
s,0-0-15-2,a,e,pesados,3.96,4.05,habitanteysuesperanza_01_neruda_128kb_54
a,0-0-15-3,ð,s,pesados,4.05,4.19,habitanteysuesperanza_01_neruda_128kb_54
ð,0-0-15-4,o,a,pesados,4.19,4.22,habitanteysuesperanza_01_neruda_128kb_54
o,0-0-15-5,s,ð,pesados,4.22,4.35,habitanteysuesperanza_01_neruda_128kb_54
s,0-0-15-6,#,o,pesados,4.35,4.61,habitanteysuesperanza_01_neruda_128kb_54
,0-0-16-0,#,#,,4.61,4.640635,habitanteysuesperanza_01_neruda_128kb_54
,0-0-0-0,#,#,,0.0,0.04,habitanteysuesperanza_01_neruda_128kb_55
m,0-0-1-0,e,#,me,0.04,0.12,habitanteysuesperanza_01_neruda_128kb_55
e,0-0-1-1,#,m,me,0.12,0.17,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-2-0,p,#,apartó,0.17,0.28,habitanteysuesperanza_01_neruda_128kb_55
p,0-0-2-1,a,a,apartó,0.28,0.34,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-2-2,ɾ,p,apartó,0.34,0.42,habitanteysuesperanza_01_neruda_128kb_55
ɾ,0-0-2-3,t̪,a,apartó,0.42,0.48,habitanteysuesperanza_01_neruda_128kb_55
t̪,0-0-2-4,o,ɾ,apartó,0.48,0.56,habitanteysuesperanza_01_neruda_128kb_55
o,0-0-2-5,#,t̪,apartó,0.56,0.63,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-3-0,s,#,hacia,0.63,0.67,habitanteysuesperanza_01_neruda_128kb_55
s,0-0-3-1,j,a,hacia,0.67,0.76,habitanteysuesperanza_01_neruda_128kb_55
j,0-0-3-2,a,s,hacia,0.76,0.79,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-3-3,#,j,hacia,0.79,0.8,habitanteysuesperanza_01_neruda_128kb_55
e,0-0-4-0,l,#,el,0.8,0.83,habitanteysuesperanza_01_neruda_128kb_55
l,0-0-4-1,#,e,el,0.83,0.86,habitanteysuesperanza_01_neruda_128kb_55
b,0-0-5-0,a,#,balcón,0.86,0.93,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-5-1,l,b,balcón,0.93,0.97,habitanteysuesperanza_01_neruda_128kb_55
l,0-0-5-2,k,a,balcón,0.97,1.05,habitanteysuesperanza_01_neruda_128kb_55
k,0-0-5-3,õ,l,balcón,1.05,1.12,habitanteysuesperanza_01_neruda_128kb_55
õ,0-0-5-4,n,k,balcón,1.12,1.23,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-5-5,#,õ,balcón,1.23,1.27,habitanteysuesperanza_01_neruda_128kb_55
k,0-0-6-0,o,#,comiendo,1.27,1.38,habitanteysuesperanza_01_neruda_128kb_55
o,0-0-6-1,m,k,comiendo,1.38,1.43,habitanteysuesperanza_01_neruda_128kb_55
m,0-0-6-2,j,o,comiendo,1.43,1.48,habitanteysuesperanza_01_neruda_128kb_55
j,0-0-6-3,ẽ,m,comiendo,1.48,1.55,habitanteysuesperanza_01_neruda_128kb_55
ẽ,0-0-6-4,n,j,comiendo,1.55,1.6,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-6-5,d̪,ẽ,comiendo,1.6,1.64,habitanteysuesperanza_01_neruda_128kb_55
d̪,0-0-6-6,o,n,comiendo,1.64,1.68,habitanteysuesperanza_01_neruda_128kb_55
o,0-0-6-7,#,d̪,comiendo,1.68,1.71,habitanteysuesperanza_01_neruda_128kb_55
m,0-0-7-0,i,#,mi,1.71,1.76,habitanteysuesperanza_01_neruda_128kb_55
i,0-0-7-1,#,m,mi,1.76,1.82,habitanteysuesperanza_01_neruda_128kb_55
m,0-0-8-0,ã,#,manzana,1.82,1.89,habitanteysuesperanza_01_neruda_128kb_55
ã,0-0-8-1,n,m,manzana,1.89,1.94,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-8-2,s,ã,manzana,1.94,1.99,habitanteysuesperanza_01_neruda_128kb_55
s,0-0-8-3,a,n,manzana,1.99,2.11,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-8-4,n,s,manzana,2.11,2.21,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-8-5,a,a,manzana,2.21,2.28,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-8-6,#,n,manzana,2.28,2.62,habitanteysuesperanza_01_neruda_128kb_55
,0-0-9-0,#,#,,2.62,2.66,habitanteysuesperanza_01_neruda_128kb_55
k,0-0-10-0,a,#,callado,2.66,2.73,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-10-1,ʃ,k,callado,2.73,2.77,habitanteysuesperanza_01_neruda_128kb_55
ʃ,0-0-10-2,a,a,callado,2.77,2.87,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-10-3,ð,ʃ,callado,2.87,2.93,habitanteysuesperanza_01_neruda_128kb_55
ð,0-0-10-4,o,a,callado,2.93,3.05,habitanteysuesperanza_01_neruda_128kb_55
o,0-0-10-5,#,ð,callado,3.05,3.27,habitanteysuesperanza_01_neruda_128kb_55
,0-0-11-0,#,#,,3.27,3.48,habitanteysuesperanza_01_neruda_128kb_55
m,0-0-12-0,j,#,mientras,3.48,3.55,habitanteysuesperanza_01_neruda_128kb_55
j,0-0-12-1,ẽ,m,mientras,3.55,3.58,habitanteysuesperanza_01_neruda_128kb_55
ẽ,0-0-12-2,n,j,mientras,3.58,3.61,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-12-3,t̪,ẽ,mientras,3.61,3.66,habitanteysuesperanza_01_neruda_128kb_55
t̪,0-0-12-4,ɾ,n,mientras,3.66,3.7,habitanteysuesperanza_01_neruda_128kb_55
ɾ,0-0-12-5,a,t̪,mientras,3.7,3.76,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-12-6,s,ɾ,mientras,3.76,3.8,habitanteysuesperanza_01_neruda_128kb_55
s,0-0-12-7,#,a,mientras,3.8,3.88,habitanteysuesperanza_01_neruda_128kb_55
c,0-0-13-0,e,#,que,3.88,3.94,habitanteysuesperanza_01_neruda_128kb_55
e,0-0-13-1,#,c,que,3.94,3.97,habitanteysuesperanza_01_neruda_128kb_55
e,0-0-14-0,ʃ,#,ella,3.97,4.14,habitanteysuesperanza_01_neruda_128kb_55
ʃ,0-0-14-1,a,e,ella,4.14,4.2,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-14-2,#,ʃ,ella,4.2,4.26,habitanteysuesperanza_01_neruda_128kb_55
s,0-0-15-0,e,#,se,4.26,4.35,habitanteysuesperanza_01_neruda_128kb_55
e,0-0-15-1,#,s,se,4.35,4.41,habitanteysuesperanza_01_neruda_128kb_55
t̪,0-0-16-0,j,#,tiende,4.41,4.51,habitanteysuesperanza_01_neruda_128kb_55
j,0-0-16-1,ẽ,t̪,tiende,4.51,4.54,habitanteysuesperanza_01_neruda_128kb_55
ẽ,0-0-16-2,n,j,tiende,4.54,4.62,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-16-3,d̪,ẽ,tiende,4.62,4.68,habitanteysuesperanza_01_neruda_128kb_55
d̪,0-0-16-4,e,n,tiende,4.68,4.72,habitanteysuesperanza_01_neruda_128kb_55
e,0-0-16-5,#,d̪,tiende,4.72,4.75,habitanteysuesperanza_01_neruda_128kb_55
ũ,0-0-17-0,n,#,un,4.75,4.8,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-17-1,#,ũ,un,4.8,4.87,habitanteysuesperanza_01_neruda_128kb_55
p,0-0-18-0,o,#,poco,4.87,4.93,habitanteysuesperanza_01_neruda_128kb_55
o,0-0-18-1,k,p,poco,4.93,5.03,habitanteysuesperanza_01_neruda_128kb_55
k,0-0-18-2,o,o,poco,5.03,5.08,habitanteysuesperanza_01_neruda_128kb_55
o,0-0-18-3,#,k,poco,5.08,5.13,habitanteysuesperanza_01_neruda_128kb_55
ẽ,0-0-19-0,n,#,en,5.13,5.16,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-19-1,#,ẽ,en,5.16,5.2,habitanteysuesperanza_01_neruda_128kb_55
l,0-0-20-0,a,#,la,5.2,5.23,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-20-1,#,l,la,5.23,5.29,habitanteysuesperanza_01_neruda_128kb_55
k,0-0-21-0,a,#,cama,5.29,5.38,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-21-1,m,k,cama,5.38,5.47,habitanteysuesperanza_01_neruda_128kb_55
m,0-0-21-2,a,a,cama,5.47,5.56,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-21-3,#,m,cama,5.56,5.73,habitanteysuesperanza_01_neruda_128kb_55
,0-0-22-0,#,#,,5.73,5.94,habitanteysuesperanza_01_neruda_128kb_55
e,0-0-23-0,tʃ,#,echando,5.94,6.03,habitanteysuesperanza_01_neruda_128kb_55
tʃ,0-0-23-1,ã,e,echando,6.03,6.15,habitanteysuesperanza_01_neruda_128kb_55
ã,0-0-23-2,n,tʃ,echando,6.15,6.23,habitanteysuesperanza_01_neruda_128kb_55
n,0-0-23-3,d̪,ã,echando,6.23,6.31,habitanteysuesperanza_01_neruda_128kb_55
d̪,0-0-23-4,o,n,echando,6.31,6.35,habitanteysuesperanza_01_neruda_128kb_55
o,0-0-23-5,#,d̪,echando,6.35,6.46,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-24-0,s,#,hacia,6.46,6.52,habitanteysuesperanza_01_neruda_128kb_55
s,0-0-24-1,j,a,hacia,6.52,6.62,habitanteysuesperanza_01_neruda_128kb_55
j,0-0-24-2,a,s,hacia,6.62,6.65,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-24-3,#,j,hacia,6.65,6.68,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-25-0,r,#,arriba,6.68,6.73,habitanteysuesperanza_01_neruda_128kb_55
r,0-0-25-1,i,a,arriba,6.73,6.85,habitanteysuesperanza_01_neruda_128kb_55
i,0-0-25-2,β,r,arriba,6.85,6.92,habitanteysuesperanza_01_neruda_128kb_55
β,0-0-25-3,a,i,arriba,6.92,7.0,habitanteysuesperanza_01_neruda_128kb_55
a,0-0-25-4,#,β,arriba,7.0,7.05,habitanteysuesperanza_01_neruda_128kb_55
e,0-0-26-0,l,#,el,7.05,7.08,habitanteysuesperanza_01_neruda_128kb_55
l,0-0-26-1,#,e,el,7.08,7.14,habitanteysuesperanza_01_neruda_128kb_55
spn,0-0-27-0,#,#,rostrume,7.14,7.44,habitanteysuesperanza_01_neruda_128kb_55
spn,0-0-28-0,#,#,decido,7.44,8.336259,habitanteysuesperanza_01_neruda_128kb_55
,0-0-0-0,#,#,,0.0,0.03,habitanteysuesperanza_01_neruda_128kb_56
p,0-0-1-0,o,#,por,0.03,0.08,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-1-1,ɾ,p,por,0.08,0.11,habitanteysuesperanza_01_neruda_128kb_56
ɾ,0-0-1-2,#,o,por,0.11,0.16,habitanteysuesperanza_01_neruda_128kb_56
l,0-0-2-0,a,#,la,0.16,0.22,habitanteysuesperanza_01_neruda_128kb_56
a,0-0-2-1,#,l,la,0.22,0.28,habitanteysuesperanza_01_neruda_128kb_56
b,0-0-3-0,ẽ,#,ventana,0.28,0.33,habitanteysuesperanza_01_neruda_128kb_56
ẽ,0-0-3-1,n,b,ventana,0.33,0.38,habitanteysuesperanza_01_neruda_128kb_56
n,0-0-3-2,t̪,ẽ,ventana,0.38,0.45,habitanteysuesperanza_01_neruda_128kb_56
t̪,0-0-3-3,a,n,ventana,0.45,0.51,habitanteysuesperanza_01_neruda_128kb_56
a,0-0-3-4,n,t̪,ventana,0.51,0.6,habitanteysuesperanza_01_neruda_128kb_56
n,0-0-3-5,a,a,ventana,0.6,0.69,habitanteysuesperanza_01_neruda_128kb_56
a,0-0-3-6,#,n,ventana,0.69,0.86,habitanteysuesperanza_01_neruda_128kb_56
,0-0-4-0,#,#,,0.86,0.89,habitanteysuesperanza_01_neruda_128kb_56
a,0-0-5-0,j,#,hay,0.89,0.94,habitanteysuesperanza_01_neruda_128kb_56
j,0-0-5-1,#,a,hay,0.94,0.97,habitanteysuesperanza_01_neruda_128kb_56
l,0-0-6-0,a,#,la,0.97,1.03,habitanteysuesperanza_01_neruda_128kb_56
a,0-0-6-1,#,l,la,1.03,1.07,habitanteysuesperanza_01_neruda_128kb_56
n,0-0-7-0,o,#,noche,1.07,1.14,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-7-1,tʃ,n,noche,1.14,1.19,habitanteysuesperanza_01_neruda_128kb_56
tʃ,0-0-7-2,e,o,noche,1.19,1.3,habitanteysuesperanza_01_neruda_128kb_56
e,0-0-7-3,#,tʃ,noche,1.3,1.34,habitanteysuesperanza_01_neruda_128kb_56
s,0-0-8-0,e,#,ser,1.34,1.46,habitanteysuesperanza_01_neruda_128kb_56
e,0-0-8-1,r,s,ser,1.46,1.54,habitanteysuesperanza_01_neruda_128kb_56
r,0-0-8-2,#,e,ser,1.54,1.65,habitanteysuesperanza_01_neruda_128kb_56
k,0-0-9-0,r,#,cruza,1.65,1.72,habitanteysuesperanza_01_neruda_128kb_56
r,0-0-9-1,u,k,cruza,1.72,1.77,habitanteysuesperanza_01_neruda_128kb_56
u,0-0-9-2,s,r,cruza,1.77,1.82,habitanteysuesperanza_01_neruda_128kb_56
s,0-0-9-3,a,u,cruza,1.82,1.92,habitanteysuesperanza_01_neruda_128kb_56
a,0-0-9-4,#,s,cruza,1.92,1.98,habitanteysuesperanza_01_neruda_128kb_56
k,0-0-10-0,o,#,como,1.98,2.06,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-10-1,m,k,como,2.06,2.1,habitanteysuesperanza_01_neruda_128kb_56
m,0-0-10-2,o,o,como,2.1,2.19,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-10-3,#,m,como,2.19,2.22,habitanteysuesperanza_01_neruda_128kb_56
ũ,0-0-11-0,n,#,un,2.22,2.27,habitanteysuesperanza_01_neruda_128kb_56
n,0-0-11-1,#,ũ,un,2.27,2.31,habitanteysuesperanza_01_neruda_128kb_56
spn,0-0-12-0,#,#,fragle,2.31,2.8,habitanteysuesperanza_01_neruda_128kb_56
,0-0-13-0,#,#,,2.8,2.99,habitanteysuesperanza_01_neruda_128kb_56
b,0-0-14-0,e,#,vestido,2.99,3.08,habitanteysuesperanza_01_neruda_128kb_56
e,0-0-14-1,s,b,vestido,3.08,3.11,habitanteysuesperanza_01_neruda_128kb_56
s,0-0-14-2,t̪,e,vestido,3.11,3.19,habitanteysuesperanza_01_neruda_128kb_56
t̪,0-0-14-3,i,s,vestido,3.19,3.24,habitanteysuesperanza_01_neruda_128kb_56
i,0-0-14-4,ð,t̪,vestido,3.24,3.29,habitanteysuesperanza_01_neruda_128kb_56
ð,0-0-14-5,o,i,vestido,3.29,3.35,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-14-6,#,ð,vestido,3.35,3.43,habitanteysuesperanza_01_neruda_128kb_56
d̪,0-0-15-0,e,#,de,3.43,3.48,habitanteysuesperanza_01_neruda_128kb_56
e,0-0-15-1,#,d̪,de,3.48,3.53,habitanteysuesperanza_01_neruda_128kb_56
n,0-0-16-0,e,#,negro,3.53,3.61,habitanteysuesperanza_01_neruda_128kb_56
e,0-0-16-1,ɣ,n,negro,3.61,3.71,habitanteysuesperanza_01_neruda_128kb_56
ɣ,0-0-16-2,ɾ,e,negro,3.71,3.76,habitanteysuesperanza_01_neruda_128kb_56
ɾ,0-0-16-3,o,ɣ,negro,3.76,3.82,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-16-4,#,ɾ,negro,3.82,3.96,habitanteysuesperanza_01_neruda_128kb_56
,0-0-17-0,#,#,,3.96,4.16,habitanteysuesperanza_01_neruda_128kb_56
c,0-0-18-0,e,#,que,4.16,4.21,habitanteysuesperanza_01_neruda_128kb_56
e,0-0-18-1,#,c,que,4.21,4.25,habitanteysuesperanza_01_neruda_128kb_56
s,0-0-19-0,e,#,se,4.25,4.34,habitanteysuesperanza_01_neruda_128kb_56
e,0-0-19-1,#,s,se,4.34,4.46,habitanteysuesperanza_01_neruda_128kb_56
spn,0-0-20-0,#,#,parara,4.46,4.85,habitanteysuesperanza_01_neruda_128kb_56
f,0-0-21-0,ɾ,#,frente,4.85,4.94,habitanteysuesperanza_01_neruda_128kb_56
ɾ,0-0-21-1,ẽ,f,frente,4.94,4.98,habitanteysuesperanza_01_neruda_128kb_56
ẽ,0-0-21-2,n,ɾ,frente,4.98,5.02,habitanteysuesperanza_01_neruda_128kb_56
n,0-0-21-3,t̪,ẽ,frente,5.02,5.1,habitanteysuesperanza_01_neruda_128kb_56
t̪,0-0-21-4,e,n,frente,5.1,5.14,habitanteysuesperanza_01_neruda_128kb_56
e,0-0-21-5,#,t̪,frente,5.14,5.17,habitanteysuesperanza_01_neruda_128kb_56
a,0-0-22-0,#,#,a,5.17,5.2,habitanteysuesperanza_01_neruda_128kb_56
n,0-0-23-0,o,#,nosotros,5.2,5.25,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-23-1,s,n,nosotros,5.25,5.3,habitanteysuesperanza_01_neruda_128kb_56
s,0-0-23-2,o,o,nosotros,5.3,5.4,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-23-3,t̪,s,nosotros,5.4,5.5,habitanteysuesperanza_01_neruda_128kb_56
t̪,0-0-23-4,ɾ,o,nosotros,5.5,5.55,habitanteysuesperanza_01_neruda_128kb_56
ɾ,0-0-23-5,o,t̪,nosotros,5.55,5.62,habitanteysuesperanza_01_neruda_128kb_56
o,0-0-23-6,s,ɾ,nosotros,5.62,5.66,habitanteysuesperanza_01_neruda_128kb_56
s,0-0-23-7,#,o,nosotros,5.66,5.78,habitanteysuesperanza_01_neruda_128kb_56
spn,0-0-24-0,#,#,lúgubramente,5.78,6.648753,habitanteysuesperanza_01_neruda_128kb_56
ẽ,0-0-0-0,n,#,en,0.0,0.11,habitanteysuesperanza_01_neruda_128kb_57
n,0-0-0-1,#,ẽ,en,0.11,0.14,habitanteysuesperanza_01_neruda_128kb_57
l,0-0-1-0,a,#,la,0.14,0.17,habitanteysuesperanza_01_neruda_128kb_57
a,0-0-1-1,#,l,la,0.17,0.2,habitanteysuesperanza_01_neruda_128kb_57
n,0-0-2-0,o,#,noche,0.2,0.27,habitanteysuesperanza_01_neruda_128kb_57
o,0-0-2-1,tʃ,n,noche,0.27,0.3,habitanteysuesperanza_01_neruda_128kb_57
tʃ,0-0-2-2,e,o,noche,0.3,0.56,habitanteysuesperanza_01_neruda_128kb_57
e,0-0-2-3,#,tʃ,noche,0.56,0.75,habitanteysuesperanza_01_neruda_128kb_57
s,0-0-3-0,e,#,seré,0.75,0.85,habitanteysuesperanza_01_neruda_128kb_57
e,0-0-3-1,ɾ,s,seré,0.85,0.88,habitanteysuesperanza_01_neruda_128kb_57
ɾ,0-0-3-2,e,e,seré,0.88,0.91,habitanteysuesperanza_01_neruda_128kb_57
e,0-0-3-3,#,ɾ,seré,0.91,0.92,habitanteysuesperanza_01_neruda_128kb_57
i,0-0-4-0,ɣ,#,igual,0.92,0.95,habitanteysuesperanza_01_neruda_128kb_57
ɣ,0-0-4-1,w,i,igual,0.95,0.98,habitanteysuesperanza_01_neruda_128kb_57
w,0-0-4-2,a,ɣ,igual,0.98,1.06,habitanteysuesperanza_01_neruda_128kb_57
a,0-0-4-3,l,w,igual,1.06,1.15,habitanteysuesperanza_01_neruda_128kb_57
l,0-0-4-4,#,a,igual,1.15,1.22,habitanteysuesperanza_01_neruda_128kb_57
ẽ,0-0-5-0,n,#,en,1.22,1.28,habitanteysuesperanza_01_neruda_128kb_57
n,0-0-5-1,#,ẽ,en,1.28,1.34,habitanteysuesperanza_01_neruda_128kb_57
t̪,0-0-6-0,o,#,todas,1.34,1.39,habitanteysuesperanza_01_neruda_128kb_57
o,0-0-6-1,ð,t̪,todas,1.39,1.47,habitanteysuesperanza_01_neruda_128kb_57
ð,0-0-6-2,a,o,todas,1.47,1.51,habitanteysuesperanza_01_neruda_128kb_57
a,0-0-6-3,s,ð,todas,1.51,1.55,habitanteysuesperanza_01_neruda_128kb_57
s,0-0-6-4,#,a,todas,1.55,1.63,habitanteysuesperanza_01_neruda_128kb_57
p,0-0-7-0,a,#,partes,1.63,1.7,habitanteysuesperanza_01_neruda_128kb_57
a,0-0-7-1,ɾ,p,partes,1.7,1.77,habitanteysuesperanza_01_neruda_128kb_57
ɾ,0-0-7-2,t̪,a,partes,1.77,1.83,habitanteysuesperanza_01_neruda_128kb_57
t̪,0-0-7-3,e,ɾ,partes,1.83,1.91,habitanteysuesperanza_01_neruda_128kb_57
e,0-0-7-4,s,t̪,partes,1.91,2.0,habitanteysuesperanza_01_neruda_128kb_57
s,0-0-7-5,#,e,partes,2.0,2.11,habitanteysuesperanza_01_neruda_128kb_57
,0-0-8-0,#,#,,2.11,2.39,habitanteysuesperanza_01_neruda_128kb_57
f,0-0-9-0,ɾ,#,frente,2.39,2.47,habitanteysuesperanza_01_neruda_128kb_57
ɾ,0-0-9-1,ẽ,f,frente,2.47,2.52,habitanteysuesperanza_01_neruda_128kb_57
ẽ,0-0-9-2,n,ɾ,frente,2.52,2.55,habitanteysuesperanza_01_neruda_128kb_57
